DISTRITO,BARRIO,MODELO,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,id_OSM,lat_OSM,lon_OSM,coord_OSM,name_OSM,score_OSM,coord
VILLAVERDE,SAN ANDRÉS,MU-17,439210.4727,4466478.486,-3.7157867999999996,40.3466457,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,44.19848662517749,"(40.346645700000003, -3.7157867999999996)"
VILLAVERDE,SAN ANDRÉS,MU-17,439232.4727,4466484.485,-3.7155284,40.3467013,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,36.85691055823033,"(40.346701299999999, -3.7155284000000002)"
VILLAVERDE,SAN ANDRÉS,MU-17,439238.4726,4466484.485,-3.7154577000000004,40.346701700000004,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,38.6205726719098,"(40.346701700000004, -3.7154577000000004)"
VILLAVERDE,SAN ANDRÉS,MU-16,439159.473,4466486.486,-3.7163881,40.346714,3136517551,40.3466971,-3.7158471,"(40.3466971, -3.7158471)",,45.899115162856084,"(40.346713999999999, -3.7163881000000001)"
VILLAVERDE,SAN ANDRÉS,MU-17,439228.4728,4466494.486,-3.7155764,40.346791100000004,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,26.26008972602745,"(40.346791100000004, -3.7155763999999998)"
VILLAVERDE,SAN ANDRÉS,MU-17,439215.4729,4466498.486,-3.7157299,40.3468262,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,23.660437620500872,"(40.346826200000002, -3.7157298999999999)"
VILLAVERDE,SAN ANDRÉS,MU-17,439225.4732,4466525.486,-3.7156147000000006,40.3470701,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,5.235872740385235,"(40.347070100000003, -3.7156147000000006)"
VILLAVERDE,SAN ANDRÉS,MU-17,439241.4732,4466528.486,-3.7154266000000002,40.34709829999999,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,18.90656750553722,"(40.347098299999992, -3.7154266000000002)"
VILLAVERDE,SAN ANDRÉS,MU-17,439229.4733,4466536.486,-3.7155687000000004,40.3471695,3136517490,40.347024,-3.7156272,"(40.347023999999998, -3.7156272000000001)",,16.926162323126274,"(40.3471695, -3.7155687000000004)"
VILLAVERDE,SAN ANDRÉS,BA-77,439173.4735,4466539.486,-3.7162282999999996,40.3471925,3136517518,40.3469873,-3.7157237,"(40.346987300000002, -3.7157236999999999)",,48.48294399572003,"(40.347192499999998, -3.7162282999999996)"
VILLAVERDE,LOS ANGELES,MU-16,440970.4709,4466917.468,-3.6951052000000004,40.3507266,3637122590,40.3510335,-3.6953811,"(40.3510335, -3.6953811000000001)",,41.37819531442614,"(40.350726600000002, -3.6951052000000004)"
VILLAVERDE,LOS ANGELES,MU-16,440981.4709,4466920.468,-3.6949758999999998,40.3507544,3637122590,40.3510335,-3.6953811,"(40.3510335, -3.6953811000000001)",,46.29664159805104,"(40.3507544, -3.6949758999999998)"
VILLAVERDE,LOS ANGELES,MU-16,440988.4709,4466922.468,-3.6948937000000006,40.3507729,3637122591,40.3510528,-3.6952876,"(40.351052799999998, -3.6952875999999999)",,45.65118674812527,"(40.350772900000003, -3.6948937000000006)"
VILLAVERDE,LOS ANGELES,MU-16,440998.4708,4466923.467,-3.6947761,40.3507827,3637128599,40.351149,-3.6950986,"(40.351148999999999, -3.6950986000000001)",,49.06338620348824,"(40.350782700000003, -3.6947760999999999)"
VILLAVERDE,LOS ANGELES,MU-16,441063.4708,4466942.467,-3.6940125,40.350958399999996,3637128614,40.3513457,-3.6942234,"(40.351345700000003, -3.6942233999999998)",,46.639993221063484,"(40.350958399999996, -3.6940124999999999)"
VILLAVERDE,LOS ANGELES,MU-16,440937.4714,4466955.468,-3.6954973,40.3510666,3637122590,40.3510335,-3.6953811,"(40.3510335, -3.6953811000000001)",,10.515210846305347,"(40.351066600000003, -3.6954973)"
VILLAVERDE,LOS ANGELES,MU-16,440942.4716,4466968.468,-3.6954396000000003,40.351184100000005,3637122590,40.3510335,-3.6953811,"(40.3510335, -3.6953811000000001)",,17.469231202163993,"(40.351184100000005, -3.6954396000000003)"
VILLAVERDE,LOS ANGELES,MU-16,440964.4715,4466970.468,-3.6951807,40.3512037,3637122590,40.3510335,-3.6953811,"(40.3510335, -3.6953811000000001)",,25.434690264623583,"(40.351203699999999, -3.6951806999999999)"
VILLAVERDE,LOS ANGELES,MU-16,441012.4715,4466983.468,-3.6946168,40.3513242,3637128599,40.351149,-3.6950986,"(40.351148999999999, -3.6950986000000001)",,45.25041182817427,"(40.351324200000001, -3.6946167999999999)"
VILLAVERDE,LOS ANGELES,MU-17,441035.4714,4466985.467,-3.6943461,40.351343799999995,3637128614,40.3513457,-3.6942234,"(40.351345700000003, -3.6942233999999998)",,10.402719081601617,"(40.351343799999995, -3.6943461000000002)"
VILLAVERDE,LOS ANGELES,MU-16,440950.4718,4466988.468,-3.6953473,40.3513648,3637122590,40.3510335,-3.6953811,"(40.3510335, -3.6953811000000001)",,36.960469197153984,"(40.351364799999999, -3.6953472999999999)"
VILLAVERDE,LOS ANGELES,MU-16,441011.4715,4466988.468,-3.694629,40.3513691,3637128599,40.351149,-3.6950986,"(40.351148999999999, -3.6950986000000001)",,46.730924740793185,"(40.351369099999999, -3.6946289999999999)"
